name,description,country,price,acidity,color,dense_vector
 САССИКАЙЯ КР СХ,"Тёмно-рубиновый цвет с пурпурным оттенком. Аромат с тонами чёрных ягод, сухоцветов, пряностей, специй, оттенками розмарина и кедра с минеральными нюансами. Полнотелое, с шелковистой текстурой, балансом бархатных танинов и энергичной кислотности, концентрированным вкусом с тонами ежевики, ликерной вишни и специй в долгом финише. “Сассикайя” — это первая “супертоскана”. Вино, изменившее историю итальянского виноделия. Всё началось в 1940-х, когда маркиз Марио Инчиза делла Роккетта решил высадить в своём поместье французские сорта и сделать вино “как в Бордо”. Терруар Болгери на тосканском побережье оказался идеальным для каберне совиньона и каберне франа — именно они легли в основу ассамбляжа. “Сассикайю” продают на Place de Bordeaux (винной бирже в Бордо) в одном ряду с легендарными Гран Крю Медока.",IT,27799,Сухое,Красное,"[-0.1641303449869156, -0.09363145008683205, -0.007426522672176361, 0.2456502914428711, -0.05990186333656311, 0.052365305833518505, 0.36214011907577515, -0.11432415246963501, -0.07357248663902283, -0.08338535204529762, 0.0094977468252182, -0.2656993269920349, 0.1295451670885086, -0.06689785420894623, 0.16016774624586105, 0.15344446897506714, 0.18764007091522217, 0.21285711228847504, -0.06414536014199257, -0.08519459515810013, 0.05508352816104889, -0.033694297075271606, 0.03018028847873211, 0.0826612114906311, -0.09570106863975525, -0.010413989424705505, 0.13682512193918228, 0.0025987550616264343, -0.10124147683382034, -0.044451579451560974, 0.21653684973716736, 0.2716095829382539, 0.05174757167696953, 0.1164887547492981, -0.09255623817443848, -0.14485043659806252, -0.21688586473464966, -0.025743409991264343, 0.15192947536706924, 0.17803547345101833, -0.12827037647366524, 0.05509721115231514, 0.05929464101791382, 0.33487606048583984, -0.09594354033470154, -0.050403155386447906, 0.0788930095732212, -0.12837576866149902, -0.10885320231318474, -0.016617152839899063, -0.02315432857722044, -0.09259719122201204, -0.16078351251780987, -0.22404073551297188, 0.036080293357372284, -0.11307090520858765, 0.14128810167312622, -0.18790391832590103, -0.07502496242523193, 0.21463436633348465, 0.16218142956495285, -0.04039223678410053, -0.02170097827911377, 0.025808170437812805, -0.20730797201395035, -0.022147130221128464, 0.009534725919365883, 0.025837987661361694, 0.05781254917383194, -0.13805895298719406, 0.010144948959350586, 0.016789153218269348, -0.11837932467460632, 0.2150299847126007, -0.11777899414300919, 0.10697245597839355, 0.2685406655073166, -0.0898972898721695, -0.20877400040626526, 0.17852020263671875, -0.044383466243743896, -0.12918851524591446, -0.18338216096162796, 0.01796751469373703, 0.1388726904988289, 0.20249474048614502, -0.22755169868469238, -0.15046440809965134, -0.012490689754486084, 0.10752330720424652, -0.013940853998064995, 0.1399172581732273, -0.23055677115917206, 0.07397699356079102, 0.21359443850815296, -0.015763815492391586, -0.041844213381409645, -0.20095877349376678, 0.24081486463546753, 0.44233523309230804, -0.00028294697403907776, -0.07106986455619335, -0.09051257371902466, -0.10080890357494354, -0.1781677007675171, -0.18753337860107422, 0.06447777152061462, -0.04087813198566437, 0.0057734716683626175, 0.08959178626537323, -0.002988852560520172, -0.13690252602100372, -0.2296346127986908, 0.003444235771894455, -0.12113343179225922, -0.008253756910562515, -0.06745845079421997, 0.032928019762039185, 0.033405691385269165, 0.11052094679325819, -0.05872848629951477, 0.1465267278254032, -0.007458344101905823, 0.15637506544589996, -0.017861507833003998, -0.09268181025981903, 0.11556032299995422, 0.07760635018348694, -0.185919351875782, 0.2358600264415145, -0.0361950546503067, -0.051400020718574524, 0.07534156739711761, 0.11417241394519806, 0.07202548254281282, 0.044617362320423126, -0.04328635334968567, 0.1678241342306137, 0.05658764764666557, -0.09052718430757523, -0.3375353366136551, 0.04377635568380356, -0.07372542843222618, -0.04406535625457764, 0.033017732203006744, -0.16685606073588133, -0.14339560270309448, -0.10729283094406128, -0.01515035331249237, 0.3355093449354172, -0.012531943619251251, -0.028925776481628418, -0.14401721954345703, 0.20424937456846237, 0.07308929413557053, -0.018373951315879822, 0.22411571443080902, 0.030912965536117554, 0.2129288911819458, 0.01366391684859991, 0.04842224717140198, -0.06257863342761993, -0.08038467168807983, 0.13220854476094246, -0.4836575984954834, -0.09981175512075424, 0.11364099383354187, -0.16529855132102966, 0.06332793831825256, 0.014772146940231323, 0.1925026699900627, 0.3169121742248535, 0.056008100509643555, 0.21974794566631317, -0.15340976417064667, -0.03534473478794098, -0.048086777329444885, -0.10281328856945038, -0.214578777551651, -0.011421874165534973, 0.3047248125076294, 0.21923625469207764, 0.14453166723251343, 0.005678350571542978, -0.049563005566596985, 0.1828516721725464, -0.03218621760606766, 0.0038462774828076363, 0.013113737106323242, -0.10819976031780243, -0.11822882294654846, -0.19091209769248962, 0.028662588447332382, -0.038311876356601715, -0.15547668933868408, -0.09606491774320602, 0.28960058093070984, -0.1921847239136696, 0.09400685876607895, 0.21744384989142418, -0.005829963833093643, 0.07506634062156081, -0.05421498278155923, -0.007913071662187576, 0.014433620497584343, -0.15050165355205536, 0.1795700639486313, 0.16870635747909546, -0.15026849508285522, -0.01579543948173523, -0.09346918761730194, -0.1473245769739151, -0.33473245799541473, 0.2373005747795105, 0.17279648780822754, 0.053033825010061264, -0.07866509258747101, -0.06514152139425278, 0.06800191104412079, 0.05408602952957153, 0.042107660323381424, -0.12288293242454529, -0.3321262001991272, -0.18022675812244415, 0.14765507727861404, 0.14165133237838745, -0.07340198382735252, 0.14195046946406364, -0.20610229671001434, -0.036527469754219055, -0.20075055956840515, 0.3305191993713379, -0.17130175232887268, -0.04153037816286087, 0.19911836087703705, 0.08643331751227379, -0.020139247179031372, -0.20927822589874268, 0.04366904776543379, 0.17495304346084595, 0.23038144409656525, 0.1845851745456457, 0.1371221598237753, 0.11904017627239227, -0.19578976929187775, 0.016551747918128967, -0.09693720564246178, 0.057659879326820374, -0.06598678231239319, 0.3241133689880371, 0.14189132302999496, -0.3554619550704956, 0.06836092472076416, 0.15643437206745148, 0.16735677048563957, -0.036506177857518196, -0.1296602487564087, -0.04108917713165283, -0.0032103508710861206, -0.2709883153438568, 0.05431767972186208, -0.28353775292634964, -0.12113837152719498, 0.1513744294643402, -0.04116889461874962, 0.14118114113807678, 0.17835959792137146, 0.29123079776763916, -0.06231367215514183, -0.049789803102612495, -0.022569023072719574, 0.20827309787273407, -0.004231002181768417, -0.20076465606689453, 0.17831583321094513, -0.11776800453662872, 0.02846282720565796, -0.05018347688019276, 0.10295815207064152, -0.0911153145134449, -0.10664741694927216, -0.12923116981983185, -0.1623719409108162, 0.09558451641350985, 0.04865811765193939, 0.11235585808753967, -0.10093602538108826, -0.17805737257003784, -0.13579286634922028, 0.07918299734592438, 0.08766169100999832, 0.07146308198571205, -0.0031042397022247314, -0.15886570513248444, 0.1186220720410347, 0.03301353473216295, 0.17890410125255585, 0.07510782778263092, 0.030514661222696304, 0.03860288858413696, -0.000599004328250885, -0.049644410610198975, -0.2255290150642395, -0.15205462276935577, -0.05990156531333923, -0.1363925039768219, -0.18247788399457932, -0.15437766537070274, 0.2610204219818115, -0.10467525571584702, -0.21876245737075806, 0.06430698931217194, 0.27849292755126953, -0.13883653189986944, 0.0836116224527359, -0.08567391335964203, -0.051653976552188396, 0.18365304172039032, 0.04699167609214783, -0.3469511866569519, 0.09299960732460022, -0.16604208946228027, 0.014895245432853699, 0.0037543773651123047, -0.08476249128580093, 0.07879426330327988, 0.09988572681322694, -0.14891956374049187, -0.05037583410739899, -0.16635996103286743, -0.11876670364290476, 0.048039935529232025, -0.31615133583545685, 0.01631098985671997, -0.08233122527599335, 0.3257322907447815, -0.002171054482460022, 0.06369354901835322, 0.18396680057048798, -0.1780306100845337, -0.21004503965377808, 0.06503435224294662, 0.049294084310531616, -0.16749610006809235, -0.05574681609869003, 0.1296221911907196, -0.1642608940601349, -0.18775810487568378, 0.1596130821853876, -0.18184509873390198, 0.05204130709171295, 0.25699925422668457, 0.1125895120203495, -0.07892784476280212, -0.14268491137772799, 0.10486341267824173, -0.21648379415273666, -0.014462132006883621, 0.1659357249736786, 0.13444186374545097, 0.007963553071022034, -0.15083959698677063, -0.08733263611793518, 0.08672876469790936, 0.11670341435819864, -0.2028966248035431, 0.03088388964533806, 0.002822508104145527, -0.1217176504433155, 0.22094061970710754, 0.179720938205719, -0.14191612601280212, 0.07756069302558899, 0.008250333368778229, -0.22785243391990662, 0.11470919847488403, -0.02962496504187584, 0.04725754354149103, -0.036874741315841675, -0.08595648501068354, 0.15583889186382294, -0.16472381353378296, 0.11736224591732025, -0.06714998185634613]"
 СИЕПИ МАЗЕЙ КР СХ,"Глубокий гранатовый цвет. В аромате доминируют спелые красные фрукты, черная вишня, ноты фиалки, ванили и мягких специй от выдержки в дубе. Во вкусе мощное, но элегантное, с округлыми танинами и длительным послевкусием с оттенками шоколада и табака. Siepi — флагманское вино дома Mazzei, расположенного в Кастелло ди Фонтороли (Кьянти Классико). Это современная интерпретация тосканских традиций: ассамбляж санджовезе и мерло. Вино неоднократно признавалось одним из лучших в Италии, демонстрируя потенциал региона за пределами классических правил Кьянти.",IT,15999,Сухое,Красное,"[-0.18441975116729736, -0.017005756497383118, 0.025255203247070312, 0.09750784188508987, -0.06770820915699005, -0.05690115690231323, 0.3318027853965759, -0.03145480202510953, -0.030611306428909302, -0.034247517585754395, 0.06469636131078005, -0.2364799976348877, -0.033024102449417114, -0.06562141329050064, 0.25827404856681824, 0.028735607862472534, 0.20548591017723083, 0.09947481472045183, -0.008779209107160568, -0.04525052756071091, 0.1677529513835907, -0.050841767340898514, -0.04301103204488754, 0.039274146780371666, -0.07868713373318315, -0.03223896771669388, 0.07058884762227535, 0.024973277002573013, 0.025350242853164673, -0.07285057753324509, 0.15310311317443848, 0.29253068566322327, 0.0835062563419342, 0.02159862220287323, -0.04762447997927666, -0.07884450256824493, -0.09996306896209717, -0.06002315878868103, 0.25373449455946684, 0.10841242969036102, -0.07545015681535006, -0.06790773570537567, -0.05289869196712971, 0.2499489188194275, -0.1727292835712433, -0.10524352267384529, 0.006411239504814148, -0.06325754150748253, -0.06813136115670204, 0.05324580520391464, 0.040283871814608574, -0.03555966168642044, -0.18518802523612976, -0.1515207588672638, 0.07899050135165453, -0.18534636497497559, 0.1082976246252656, 0.009606927633285522, -0.09747576341032982, 0.27963006496429443, 0.10424885153770447, 0.03629438951611519, -0.12419283390045166, -0.02935488522052765, -0.16774187423288822, -0.15486427396535873, -0.019212204962968826, -0.06829440593719482, -0.020445404574275017, -0.13453127443790436, 0.14772770553827286, -0.05975237488746643, -0.055604126304388046, 0.03489349037408829, -0.2137507814913988, 0.00011382251977920532, 0.015906594693660736, -0.11464082822203636, -0.34501397609710693, 0.15310093760490417, -0.11054092645645142, -0.14951330237090588, -0.17303902935236692, 0.10076895356178284, 0.13025587797164917, 0.14713403582572937, -0.17198926210403442, -0.15390974283218384, 0.06363493017852306, 0.10742003470659256, -0.0960678942501545, -0.011912524700164795, -0.022205021232366562, 0.11173669621348381, 0.1256258636713028, 0.013189338147640228, 0.06186564266681671, -0.20298442244529724, 0.13821038976311684, 0.3598409444093704, -0.014426209963858128, 0.07001517340540886, -0.002240292727947235, -0.185797780752182, -0.05607400834560394, -0.08356085419654846, -0.007300257682800293, 0.036611855030059814, 0.06454382836818695, 0.014821156859397888, -0.0067977458238601685, -0.11479777470231056, -0.07850509881973267, -0.08109453320503235, -0.14144395291805267, -0.09333236515522003, -0.09160221181809902, 0.0035132411867380142, 0.009723126888275146, 0.08016287907958031, 0.06080363318324089, 0.03469371423125267, 0.06331400573253632, 0.10150973498821259, 0.01891849935054779, -0.12251741392537951, 0.06355142593383789, 0.21382814645767212, -0.15754947066307068, 0.24116447567939758, 0.07240044604986906, 0.02446173131465912, 0.11074698716402054, 0.06350140273571014, 0.011963460594415665, 0.08199076354503632, -0.060241978615522385, 0.06416583806276321, 0.06989222019910812, 0.024781256914138794, -0.2447429597377777, 0.038194067776203156, 0.014109179377555847, -0.07752004871144891, 0.06737666577100754, -0.2362324595451355, -0.07211367785930634, -0.08760549500584602, -0.02888604998588562, 0.15545866638422012, -0.11670766770839691, -0.03921249508857727, -0.03349350579082966, 0.17806963622570038, 0.0764230489730835, 0.00330531969666481, 0.14455491676926613, 0.10329113900661469, 0.27027320861816406, 0.06364206410944462, -0.02721598744392395, -0.04937868192791939, -0.03192783519625664, 0.0701802521944046, -0.45265108346939087, -0.13282698392868042, 0.025191765278577805, 0.012018300592899323, -0.001897621899843216, 0.0663711428642273, 0.11736078560352325, 0.2761284112930298, -0.07287046685814857, 0.17669055983424187, -0.19197824597358704, -0.04701719619333744, -0.0347830206155777, -0.12316186167299747, -0.20192387700080872, -0.008488878607749939, 0.21434778347611427, 0.3148113489151001, 0.021788589656352997, -0.07310845702886581, -0.022005632519721985, 0.16759627126157284, -0.012335656676441431, 0.03628368256613612, 0.026746466755867004, -0.019108712673187256, -0.08363416790962219, -0.050845667719841, -0.0897689163684845, 0.019992142915725708, -0.1782585009932518, -0.08024357259273529, 0.21109649538993835, -0.06166239269077778, 0.20298632979393005, 0.24802568554878235, -0.09558408707380295, 0.0346103310585022, 0.08239844627678394, -0.09955081902444363, 0.1413952112197876, -0.12897154688835144, 0.12031608307734132, 0.10737165436148643, -0.08768373215571046, -0.04702490568161011, -0.09099996834993362, 0.0200863778591156, -0.2714124098420143, 0.1275462731719017, 0.10668313503265381, -0.004014551639556885, -0.18733416497707367, -0.1783207803964615, -0.08609223179519176, 0.02457074448466301, 0.14438055455684662, -0.2555737644433975, -0.2804783582687378, -0.24587929248809814, 0.1037411093711853, 0.07737085223197937, -0.025418952107429504, 0.018579650670289993, -0.11571836471557617, -0.07206499949097633, -0.10588636994361877, 0.2735334038734436, -0.08333921432495117, 0.0028739329427480698, 0.08170489966869354, 0.15601253509521484, 0.14847947657108307, -0.0941208004951477, 0.0762859508395195, 0.2102314606308937, 0.15195298194885254, 0.13129308819770813, 0.09776051342487335, 0.04310359060764313, -0.22599202394485474, -0.038746178150177, -0.18025341164320707, 0.05760183930397034, -0.07221542298793793, 0.2575722634792328, 0.10760939866304398, -0.32890748977661133, 0.056282371282577515, 0.14069121330976486, 0.2300325632095337, 0.003786996006965637, -0.08913587033748627, -0.10335914045572281, 0.009089887142181396, -0.14594043046236038, 0.05104557052254677, -0.275227315723896, -0.13330978155136108, 0.06471817195415497, -0.053520567715168, 0.053662270307540894, 0.22609934210777283, 0.30898886919021606, -0.042482271790504456, 0.10377576341852546, -0.04653562046587467, 0.06297558918595314, 0.05163300782442093, -0.20930062234401703, 0.3164706826210022, -0.15232256054878235, 0.07040099613368511, -0.10618400573730469, 0.021363630890846252, -0.034945832565426826, 0.01724231243133545, -0.06291460618376732, -0.25395329808816314, -0.09277740120887756, 0.069925457239151, 0.041047438979148865, -0.08638717979192734, -0.07555332779884338, -0.0962354838848114, 0.003716407809406519, 0.016816511750221252, 0.23215234279632568, 0.15518635511398315, -0.2796335518360138, 0.020995577797293663, -0.08341507241129875, 0.1594647765159607, 0.09316704422235489, -0.03499341011047363, 0.0013024592772126198, 0.0030829310417175293, -0.07267686724662781, -0.04026361554861069, -0.059614039957523346, -0.0010643675923347473, -0.1802207976579666, -0.1784411072731018, -0.14732824638485909, 0.19695420190691948, -0.12528573349118233, -0.09181620739400387, -0.01991996169090271, 0.14803666062653065, 0.015527758747339249, 0.05213894695043564, 0.04219482094049454, -0.006706409156322479, 0.12221424281597137, 0.1637422451749444, -0.3637111186981201, 0.000996011309325695, -0.2130890190601349, -0.07646385580301285, 0.14289149641990662, -0.034171588718891144, 0.034888893365859985, 0.005662323907017708, -0.1447531282901764, -0.05874793976545334, -0.05656679719686508, -0.10651227831840515, 0.13652610033750534, -0.24508119374513626, -0.0242176316678524, 0.04977313429117203, 0.21222597360610962, -0.006533563137054443, 0.127939373254776, 0.14238707721233368, -0.06883018836379051, -0.062096007168293, 0.14368611574172974, 0.07526110112667084, -0.21303578466176987, -0.16640722751617432, 0.12085729837417603, -0.0649118423461914, -0.2096262164413929, 0.05875624716281891, -0.09176344471052289, 0.020116794854402542, 0.24159108102321625, -0.056177765130996704, -0.11402661353349686, -0.03713211417198181, 0.07229969650506973, -0.17183458805084229, -0.024271748960018158, 0.1079234778881073, 0.11066383123397827, 0.04889772133901715, -0.16389325261116028, -0.0647425651550293, 0.08761337399482727, 0.002954542636871338, -0.14795590192079544, 0.06687853578478098, -0.029350966215133667, -0.11446304619312286, 0.23186588287353516, 0.09824439138174057, -0.06213655322790146, 0.18677067756652832, 0.03427858278155327, -0.20506957173347473, 0.05441294610500336, -0.013670757412910461, -0.04888850636780262, 0.03960205614566803, 0.052918702363967896, 0.31247901916503906, 0.08712738007307053, 0.18273457884788513, 0.02009267359972]"
 ПАЛАФРЕНО КР СХ,"Насыщенный рубиновый цвет. Букет раскрывается ароматами черной смородины, сливы, кедра и нотами средиземноморских трав. Структура плотная, с хорошей кислотностью и зрелыми танинами, в финише ощущаются минеральные оттенки. Palafreno производится в винодельне Tenuta di Biserno в Биббоне (Тоскана). Проект семьи Антинори, направленный на создание вин мирового класса из каберне франа и мерло на уникальных почвах, богатых глиной и известняком. Вино отражает терруар, близкий к болгерийскому, но со своим уникальным характером.",IT,"14999,004",Сухое,Красное,"[-0.14349267911165953, -0.032110411673784256, 0.042354002594947815, 0.018657386302947998, 0.013804890215396881, -0.02378574013710022, 0.21470236778259277, -0.0043496023863554, -0.028688596561551094, 0.00288631534203887, 0.0014475136995315552, -0.1727801263332367, -0.07600542902946472, -0.004644080996513367, 0.010707207024097443, -0.05870811641216278, 0.1569622065871954, 0.1617445908486843, 0.08509479090571404, 0.009081210941076279, 0.19173665344715118, 0.060362388379871845, 0.0038764849305152893, 0.14936742931604385, -0.17025595158338547, 0.059140488505363464, -0.030126532539725304, -0.012345992028713226, 0.023033909499645233, -0.040907666087150574, 0.20536905527114868, 0.2950585335493088, 0.18042537569999695, -0.12203871458768845, 0.009238151367753744, -0.08593165874481201, -0.27609339356422424, -0.04639540333300829, 0.12266489863395691, 0.18254507146775723, -0.06044603884220123, -0.05159823875874281, 0.07749641686677933, 0.3392529934644699, -0.17619480937719345, -0.19282751064747572, 0.08386891335248947, 0.037479378283023834, 0.010013505816459656, -0.060909271240234375, -0.12394221127033234, -0.10078597068786621, -0.1937878429889679, -0.3379861116409302, 0.09652170538902283, -0.218994140625, -0.00376715324819088, 0.01685468852519989, -0.1985129714012146, 0.1512260138988495, 0.26014324463903904, 0.034852541983127594, -0.1564805805683136, -0.048505544662475586, -0.22729696333408356, 0.06847326457500458, 0.0035907626152038574, 0.0939093753695488, -0.012434631586074829, -0.14235806465148926, 0.004050403833389282, -0.027834855020046234, -0.0228058360517025, 0.0977347195148468, -0.14366910606622696, 0.13337446749210358, 0.11556655913591385, 0.02751252055168152, -0.3881508708000183, -0.06679427623748779, -0.09461310878396034, -0.1214914321899414, -0.17742720991373062, 0.07872806489467621, 0.06914113461971283, 0.18596795201301575, -0.11838968098163605, 0.020509421825408936, 0.12753161787986755, 0.07843894977122545, 0.0673377076163888, -0.07306171953678131, -0.07941660284996033, 0.061959609389305115, 0.06882505118846893, 0.028898127377033234, 0.009792480617761612, -0.16254889965057373, 0.183929443359375, 0.28456610441207886, -0.001577034592628479, 0.04535938799381256, -0.007152728736400604, -0.10951966047286987, -0.17057274281978607, -0.1018635630607605, -0.07628818787634373, -0.02054763399064541, 0.06787464022636414, 0.052772337570786476, -0.03966045379638672, -0.24014966189861298, -0.11728985607624054, -0.05437660589814186, -0.12088142335414886, -0.11049670353531837, -0.04427017271518707, -0.04250118136405945, -0.061800599098205566, 0.18280893564224243, -0.024347350001335144, 0.08040253072977066, 0.22658947110176086, 0.1888905018568039, -0.07804687321186066, -0.007498163729906082, 0.029817387461662292, 0.04386667534708977, -0.11377194337546825, 0.21551376581192017, 0.172654552385211, 0.07861223816871643, -0.07188907265663147, 0.09003997687250376, -0.006885383278131485, 0.07673957943916321, -0.05030139535665512, 0.014913558959960938, 0.06607283651828766, -0.07353253662586212, -0.24241037108004093, 0.11181464791297913, 0.03597426600754261, -0.05108287185430527, 0.03956858068704605, -0.2834632992744446, -0.08859345316886902, -0.12237954139709473, -0.0007330197840929031, 0.1906939148902893, -0.21172285079956055, -0.012004069983959198, 0.006334580481052399, 0.23914268612861633, 0.10104085877537727, 0.026383455842733383, -0.00145682692527771, 0.08808000385761261, 0.2947555184364319, 0.0425431951880455, -0.037228070199489594, -0.018814940936863422, 0.060267865657806396, 0.01146300882101059, -0.4686005711555481, -0.0751145058311522, -0.03349277749657631, 0.01254395954310894, -0.0303355036303401, 0.027716077398508787, 0.3449798449873924, 0.27217113971710205, 0.1414736956357956, 0.1169227659702301, -0.12937787920236588, -0.033730379305779934, -0.07379022985696793, -0.09492292255163193, -0.05945238098502159, 0.1266838014125824, 0.1649852842092514, 0.2650172710418701, 0.02723226696252823, -0.08691266737878323, -0.1347496211528778, 0.13197553902864456, -0.07459858013316989, -0.026252692565321922, 0.16297107934951782, 0.06362379342317581, -0.08579039573669434, -0.0884505957365036, -0.004494065418839455, 0.08984002470970154, -0.19085979461669922, -0.0017422139644622803, 0.19793175533413887, -0.034086376428604126, -0.04179072380065918, 0.25000972859561443, -0.1888164673000574, 0.19873812049627304, -0.04440368711948395, 0.0804358571767807, -0.004417877644300461, 0.012934602797031403, 0.0753394067287445, 0.10251107811927795, -0.07123476639389992, -0.0870533287525177, 0.018597006797790527, -0.09989768266677856, -0.3590056896209717, 0.13387437909841537, 0.09982935339212418, 0.09833429753780365, 0.06651173159480095, -0.07722538709640503, -0.001299932599067688, 0.06020455062389374, 0.059833187609910965, -0.2360374964773655, -0.07412014901638031, -0.19874870777130127, 0.15608346462249756, 0.03341308608651161, 0.07506471872329712, -0.06331339478492737, -0.1257391721010208, -0.04952242039144039, -0.14820550382137299, 0.2247597724199295, -0.08520795404911041, -0.06092115491628647, 0.04658512771129608, 0.1886763572692871, 0.22569534182548523, -0.24068886786699295, 0.03145495057106018, 0.2091556116938591, 0.1747923493385315, 0.054778093472123146, 0.029770776629447937, 0.04342016577720642, -0.2545170933008194, 0.05442032031714916, -0.024626564234495163, 0.031657762825489044, -0.19705700874328613, 0.273449432104826, 0.12333366274833679, -0.3882570583373308, 0.06684285402297974, 0.15457728505134583, 0.18757328391075134, -0.005484413355588913, -0.15430933237075806, -0.031518299132585526, 0.004617065191268921, 0.010898709297180176, 0.0546838603913784, -0.26348185539245605, -0.09400485455989838, 0.03461192175745964, 0.0024962276220321655, 0.046721868216991425, 0.08494067192077637, 0.15074816346168518, -0.17034448962658644, 0.047316163778305054, -0.10277844779193401, 0.1808699667453766, -0.00041753053665161133, -0.2896101176738739, 0.391402006149292, 0.0042622871696949005, 0.11053131334483624, -0.12436842918395996, 0.15658116340637207, -0.03716219961643219, -0.027185536921024323, -0.10913685709238052, -0.1377508044242859, 0.10423082113265991, 0.026811331510543823, 0.020844081416726112, -0.09574641473591328, -0.11879576742649078, -0.15043658018112183, -0.0349741093814373, -0.03665611892938614, 0.3059607446193695, 0.10000026971101761, -0.12665501981973648, 0.1449664831161499, -0.014807082712650299, 0.03169664740562439, 0.2194923758506775, -0.0003276662901043892, 0.1575063169002533, -0.07367503643035889, -0.15458360128104687, -0.16076689958572388, -0.0616605281829834, -0.1495968997478485, -0.23874849826097488, -0.1916331648826599, -0.07198687829077244, 0.213476300239563, -0.11911812052130699, -0.12233429402112961, -0.042649995535612106, 0.19984257221221924, 0.04789525642991066, 0.13178898068144917, 0.022083062678575516, 0.0034273751080036163, 0.11647997796535492, 0.21843105554580688, -0.35760369896888733, 0.03524831123650074, -0.13788838684558868, -0.08722348511219025, 0.2594311833381653, -0.19857175648212433, -0.08629938401281834, 0.08143198490142822, -0.03491491079330444, -0.09308617562055588, -0.13665346801280975, -0.17243120074272156, 0.09956371784210205, -0.2123640477657318, 0.09558898210525513, 0.02695310115814209, 0.08165206108242273, 0.18529418110847473, 0.07787832617759705, 0.05629168450832367, -0.063887108117342, -0.09418781846761703, 0.12626446038484573, -0.0037841089069843292, -0.3274762034416199, -0.17076272331178188, 0.058719437569379807, -0.006800346076488495, -0.17453394085168839, 0.03323327470570803, -0.13492249697446823, 0.12022645771503448, 0.1300288438796997, -0.07517924020066857, -0.023082174360752106, 0.02664351463317871, 0.15229707956314087, -0.19761785864830017, 0.045582517981529236, 0.023071162402629852, 0.0030826362781226635, 0.0350119024515152, -0.11410298943519592, -0.2162453532218933, 0.0048092566430568695, 0.15496975183486938, -0.16692986711859703, 0.049667391926050186, -0.0090646892786026, 0.002648092806339264, 0.1003200113773346, 0.183476984500885, 0.02513378392904997, 0.17097505927085876, -0.10076503455638885, -0.157418891787529, 0.14746657013893127, -0.05189669877290726, -0.05442596226930618, 0.09177851676940918, -0.03507848083972931, 0.059328608214855194, -0.04731958359479904, 0.2028447389602661, 0.024122539907693863]"
